time,y,z,x
1610991517938609000,-0.09818640351295471,0.19661715626716614,-0.1336165964603424
1610991517948659200,-0.10979284346103668,0.1978388875722885,-0.0786387249827385
1610991517958690000,-0.11284717172384262,0.18684330582618713,-0.020606521517038345
1610991517968615700,-0.12078841775655746,0.16179783642292023,0.08385143429040909
1610991517978725000,-0.12078841775655746,0.16179783642292023,0.08385143429040909
1610991517988605200,-0.10429506003856659,0.1477479338645935,0.12539026141166687
1610991517998636500,-0.08413650840520859,0.1227024719119072,0.14066189527511597
1610991518009078800,-0.06275621801614761,0.09948958456516266,0.1186707466840744
1610991518020196400,-0.038321610540151596,0.092159204185009,0.06613633781671524
1610991518029075000,-0.032823823392391205,0.0976569876074791,0.005049818195402622
1610991518038623700,-0.04504112899303436,0.10498737543821335,-0.03038036823272705
1610991518048843800,-0.035267286002635956,0.0872722789645195,0.025819238275289536
1610991518058695700,-0.005334887653589249,0.07261151820421219,0.08201883733272552
1610991518068614000,0.02093231864273548,0.07261151820421219,0.12539026141166687
1610991518078615800,0.029484430328011513,0.09338093549013138,0.14615969359874725
1610991518088619300,0.02459750883281231,0.1227024719119072,0.14677055180072784
1610991518098633700,0.010547608137130737,0.14102841913700104,0.12661199271678925
1610991518108650000,-0.01388700120151043,0.15019139647483826,0.08934921771287918
1610991518118627000,-0.027936901897192,0.1636304259300232,0.05086471140384674
1610991518128633600,-0.026715170592069626,0.1789020597934723,0.020932313054800034
1610991518138610700,-0.01938478834927082,0.1886759102344513,-0.003502295818179846
1610991518148665900,-0.030380362644791603,0.19722801446914673,-0.03038036823272705
1610991518158609700,-0.07680612057447433,0.2131105214357376,-0.05786930024623871
1610991518168613000,-0.1488882154226303,0.23632340133190155,-0.07191920280456543
1610991518178614800,-0.214861661195755,0.2540385127067566,-0.058480165898799896
1610991518188612400,-0.2661743462085724,0.25587108731269836,-0.020606521517038345
1610991518198685000,-0.30771318078041077,0.24487550556659698,0.03131702542304993
1610991518208620500,-0.32420653104782104,0.23510167002677917,0.08751662075519562
1610991518218613500,-0.3009936511516571,0.22716040909290314,0.13760757446289062
1610991518228610800,-0.26312002539634705,0.2186083048582077,0.17609208822250366
1610991518238618400,-0.19653570652008057,0.2137213796377182,0.2151874601840973
1610991518248642300,-0.07497352361679077,0.2082235962152481,0.250617653131485
