time,y,z,x
1611985090118690600,-0.00748920813202858,0.056639429181814194,-0.004092796705663204
1611985090129299500,-0.05941275507211685,0.01693318597972393,-0.033414326608181
1611985090138707700,-0.08384736627340317,0.00043982453644275665,-0.05907066911458969
1611985090148711400,-0.10522764921188354,-0.016664402559399605,-0.08778133988380432
1611985090158685000,-0.1021733209490776,-0.02399478480219841,-0.10488556325435638
1611985090168713200,-0.0875125601887703,-0.022773053497076035,-0.10977248847484589
1611985090178759700,-0.06063448637723923,-0.014220940880477428,-0.09755518287420273
1611985090188696300,-0.026426030322909355,0.0028832852840423584,-0.06701191514730453
1611985090198690300,-0.005045747384428978,0.020598378032445908,-0.026083946228027344
1611985090208706000,0.0004520399961620569,0.032815683633089066,0.00507018156349659
1611985090218690800,-0.0007696906104683876,0.04014606401324272,0.02217440865933895
1611985090228686300,-0.014208726584911346,0.04258952662348747,0.0197309497743845
1611985090238680600,-0.03925420343875885,0.035870008170604706,-0.0010384703055024147
1611985090248716300,-0.06429967284202576,0.023652702569961548,-0.028527405112981796
1611985090258704100,-0.08506909757852554,0.018765781074762344,-0.05051855742931366
1611985090268689000,-0.09667553752660751,0.021209243685007095,-0.05601634085178375
1611985090278719200,-0.09301034361124039,0.02548529952764511,-0.052962012588977814
1611985090288687900,-0.07957130670547485,0.038924336433410645,-0.04563163220882416
1611985090298707000,-0.0520823709666729,0.05786116048693657,-0.03891211748123169
1611985090308686800,-0.020317377522587776,0.07252192497253418,-0.03036000207066536
1611985090318688000,0.0035063663963228464,0.08412836492061615,-0.026083946228027344
1611985090328686000,0.018167132511734962,0.08779355883598328,-0.030970867723226547
1611985090338699800,0.017556266859173775,0.0865718275308609,-0.04685336351394653
1611985090350181600,0.0035063663963228464,0.0664132684469223,-0.09816604852676392
1611985090358691300,-0.027036895975470543,0.051141638308763504,-0.1250441074371338
1611985090368681700,-0.055747564882040024,0.03709173947572708,-0.14214833080768585
1611985090378685000,-0.07529525458812714,0.0260961651802063,-0.15253303945064545
1611985090388696800,-0.08445823192596436,0.017544051632285118,-0.1592525690793991
1611985090398689000,-0.08079303801059723,0.013878859579563141,-0.16291774809360504
1611985090408689200,-0.055747564882040024,0.013878859579563141,-0.1500895917415619
1611985090418704100,-0.022760838270187378,0.018765781074762344,-0.12015719711780548
1611985090428703000,0.012058478780090809,0.02548529952764511,-0.0841161459684372
1611985090438719000,0.041380010545253754,0.030983086675405502,-0.05662720650434494
1611985090448702500,0.058484237641096115,0.0413677953183651,-0.0383012518286705
1611985090458700000,0.06520375609397888,0.053585100919008255,-0.02730567567050457
1611985090468689200,0.05726250633597374,0.06396980583667755,-0.029749136418104172
1611985090478740500,0.028551841154694557,0.07007846236228943,-0.049296826124191284
1611985090488695000,-0.0007696906104683876,0.07435451447963715,-0.08045095205307007
1611985090498702600,-0.023982569575309753,0.07252192497253418,-0.10671816021203995
1611985090508692700,-0.03131295368075371,0.06946760416030884,-0.1140485405921936
1611985090518716400,-0.01909564808011055,0.07068933546543121,-0.11343767493963242
1611985090528713700,-0.034978143870830536,0.05236336961388588,-0.10183123499155045
1611985090538709500,0.029162706807255745,0.06396980583667755,-0.04990769177675247
1611985090548697900,0.10368826240301132,0.12322373688220978,0.027672195807099342
1611985090558706000,0.09391441941261292,0.1366627812385559,0.12479976564645767
1611985090568702500,0.10857518762350082,0.13971710205078125,0.12541064620018005
1611985090578715400,0.10307739675045013,0.14032797515392303,0.09242390841245651
1611985090588716000,0.09696874767541885,0.14460402727127075,0.04721987992525101
1611985090598711600,0.09635788202285767,0.14888007938861847,0.011178834363818169
1611985090608717000,0.0896383672952652,0.15865392982959747,-0.008979718200862408
1611985090618801000,0.07375586777925491,0.16964949667453766,-0.023640483617782593
1611985090628706000,0.06520375609397888,0.1818668097257614,-0.033414326608181
1611985090638761000,0.07192327082157135,0.19469498097896576,-0.0383012518286705
1611985090648700000,0.08414057642221451,0.2026362270116806,-0.0383012518286705
1611985090658753500,0.09269268810749054,0.20446881651878357,-0.048685960471630096
1611985090668705800,0.10124480724334717,0.20019276440143585,-0.06945537775754929
1611985090678714000,0.11834903061389923,0.1928623765707016,-0.08655960857868195
1611985090688706000,0.13362066447734833,0.18431027233600616,-0.10183123499155045
1611985090698705200,0.14278364181518555,0.17331469058990479,-0.12321151793003082
1611985090708691500,0.1446162462234497,0.1568213254213333,-0.14764612913131714
1611985090718703400,0.13606412708759308,0.15498873591423035,-0.1800219863653183
1611985090728690700,0.11773816496133804,0.13544104993343353,-0.21239784359931946
1611985090738706700,0.09269268810749054,0.12933239340782166,-0.23927591741085052
1611985090748701400,0.07742106169462204,0.11833682656288147,-0.2569909989833832
1611985090758708500,0.061538562178611755,0.12139114737510681,-0.2551584243774414
1611985090768705500,0.07009067386388779,0.13605190813541412,-0.2356107234954834
1611985090778719700,0.07742106169462204,0.14399315416812897,-0.20873264968395233
